review_id,product,source,customer_id,rating,review_text,sentiment
REV0339,Keyboard,Amazon,Customer_135,5,Amazing quality and very useful for daily use.,positive
REV0340,Keyboard,Social Media,Customer_136,5,Fast delivery and excellent product quality.,positive
REV0341,Camera,News Website,Customer_116,4,Amazing quality and very useful for daily use.,positive
REV0342,Wireless Headphones,News Website,Customer_116,4,Great value for money and easy to use.,positive
REV0343,Power Bank,Social Media,Customer_105,5,Very happy with my purchase. Highly recommended.,positive
REV0344,Camera,Social Media,Customer_121,3,"It works, but there are some limitations.",neutral
REV0345,Mouse,Amazon,Customer_116,2,Terrible experience. I would not recommend it.,negative
REV0346,Smart Watch,Amazon,Customer_123,1,I am disappointed with this product.,negative
REV0347,Smartphone,News Website,Customer_109,4,"Excellent product, I really loved it.",positive
REV0348,Mouse,Social Media,Customer_104,5,Amazing quality and very useful for daily use.,positive
REV0349,Keyboard,Amazon,Customer_142,2,Terrible experience. I would not recommend it.,negative
REV0350,Smartphone,Amazon,Customer_135,3,The product meets the basic requirements.,neutral
REV0351,Keyboard,News Website,Customer_116,3,"It works, but there are some limitations.",neutral
REV0352,Laptop,Social Media,Customer_127,3,Average quality. Nothing special about it.,neutral
REV0353,Smartphone,Social Media,Customer_125,5,Amazing quality and very useful for daily use.,positive
REV0354,Smart Watch,News Website,Customer_114,5,"Excellent product, I really loved it.",positive
REV0355,Smart Watch,News Website,Customer_135,2,Very poor quality and stopped working quickly.,negative
REV0356,Smartphone,Amazon,Customer_134,3,"It works, but there are some limitations.",neutral
REV0357,Smart Watch,Social Media,Customer_129,5,Very happy with my purchase. Highly recommended.,positive
REV0358,Smartphone,News Website,Customer_119,3,The product is acceptable for normal use.,neutral
REV0359,Camera,Social Media,Customer_111,2,I am disappointed with this product.,negative
REV0360,Camera,News Website,Customer_119,5,"Excellent product, I really loved it.",positive
REV0361,Laptop,News Website,Customer_116,4,Very happy with my purchase. Highly recommended.,positive
REV0362,Power Bank,Amazon,Customer_137,1,Terrible experience. I would not recommend it.,negative
REV0363,Keyboard,News Website,Customer_150,5,Fast delivery and excellent product quality.,positive
REV0364,Laptop,News Website,Customer_127,3,"It works, but there are some limitations.",neutral
REV0365,Keyboard,Amazon,Customer_102,4,Great value for money and easy to use.,positive
REV0366,Bluetooth Speaker,Social Media,Customer_123,5,Amazing quality and very useful for daily use.,positive
REV0367,Bluetooth Speaker,Social Media,Customer_150,4,Fast delivery and excellent product quality.,positive
REV0368,Smart Watch,Amazon,Customer_135,3,The product is okay and works as expected.,neutral
REV0369,Smart Watch,News Website,Customer_126,1,Delivery was late and the product was disappointing.,negative
REV0370,Smartphone,News Website,Customer_141,5,Fast delivery and excellent product quality.,positive
REV0371,Bluetooth Speaker,Social Media,Customer_113,5,"Excellent product, I really loved it.",positive
REV0372,Camera,Amazon,Customer_101,3,Average quality. Nothing special about it.,neutral
REV0373,USB Cable,Social Media,Customer_140,4,Fast delivery and excellent product quality.,positive
REV0374,Power Bank,News Website,Customer_122,3,The product is okay and works as expected.,neutral
REV0375,Power Bank,Amazon,Customer_119,1,Poor quality for the price.,negative
REV0376,Bluetooth Speaker,Amazon,Customer_108,1,Very poor quality and stopped working quickly.,negative
REV0377,Laptop,News Website,Customer_124,1,Very poor quality and stopped working quickly.,negative
REV0378,USB Cable,News Website,Customer_146,3,"It works, but there are some limitations.",neutral
REV0379,Mouse,News Website,Customer_128,4,The product works perfectly and looks great.,positive
REV0380,Keyboard,Social Media,Customer_138,4,Very happy with my purchase. Highly recommended.,positive
REV0381,Power Bank,Amazon,Customer_109,3,Average quality. Nothing special about it.,neutral
REV0382,Smart Watch,Social Media,Customer_104,1,Delivery was late and the product was disappointing.,negative
REV0383,Mouse,Social Media,Customer_150,4,Amazing quality and very useful for daily use.,positive
REV0384,Power Bank,Social Media,Customer_113,1,Poor quality for the price.,negative
REV0385,Smartphone,News Website,Customer_110,3,The product is okay and works as expected.,neutral
REV0386,Camera,News Website,Customer_114,3,"It works, but there are some limitations.",neutral
REV0387,Smart Watch,Social Media,Customer_120,5,Fast delivery and excellent product quality.,positive
REV0388,Wireless Headphones,Amazon,Customer_135,2,I am disappointed with this product.,negative
REV0389,Wireless Headphones,Amazon,Customer_147,3,Average quality. Nothing special about it.,neutral
REV0390,Power Bank,Social Media,Customer_140,1,Delivery was late and the product was disappointing.,negative
REV0391,Keyboard,Social Media,Customer_143,2,Very poor quality and stopped working quickly.,negative
REV0392,Smartphone,Social Media,Customer_129,3,The quality is neither good nor bad.,neutral
REV0393,Laptop,News Website,Customer_124,2,Terrible experience. I would not recommend it.,negative
REV0394,Wireless Headphones,News Website,Customer_119,1,Poor quality for the price.,negative
REV0395,Camera,Amazon,Customer_147,5,Amazing quality and very useful for daily use.,positive
REV0396,Bluetooth Speaker,News Website,Customer_101,1,Terrible experience. I would not recommend it.,negative
REV0397,USB Cable,Social Media,Customer_143,5,"Excellent product, I really loved it.",positive
REV0398,Mouse,News Website,Customer_127,2,I am disappointed with this product.,negative
REV0399,Smart Watch,Social Media,Customer_142,4,Amazing quality and very useful for daily use.,positive
REV0400,Camera,Social Media,Customer_120,3,The product is acceptable for normal use.,neutral
REV0401,Keyboard,News Website,Customer_137,1,I am disappointed with this product.,negative
REV0402,Smart Watch,Social Media,Customer_124,4,Great value for money and easy to use.,positive
REV0403,Bluetooth Speaker,Social Media,Customer_140,2,Poor quality for the price.,negative
REV0404,Camera,Amazon,Customer_120,5,"Excellent product, I really loved it.",positive
REV0405,Laptop,Amazon,Customer_116,1,I am disappointed with this product.,negative
REV0406,Power Bank,Social Media,Customer_130,2,I am disappointed with this product.,negative
REV0407,Laptop,Amazon,Customer_146,2,The product arrived damaged and does not work.,negative
REV0408,USB Cable,Social Media,Customer_131,4,Very happy with my purchase. Highly recommended.,positive
REV0409,Smart Watch,Social Media,Customer_149,1,Very poor quality and stopped working quickly.,negative
REV0410,Camera,Social Media,Customer_145,5,"Excellent product, I really loved it.",positive
REV0411,Keyboard,News Website,Customer_114,5,Very happy with my purchase. Highly recommended.,positive
REV0412,Bluetooth Speaker,Amazon,Customer_110,4,Amazing quality and very useful for daily use.,positive
REV0413,Keyboard,Amazon,Customer_106,4,"Excellent product, I really loved it.",positive
REV0414,Laptop,Social Media,Customer_135,3,The product meets the basic requirements.,neutral
REV0415,Bluetooth Speaker,Amazon,Customer_121,4,Amazing quality and very useful for daily use.,positive
REV0416,USB Cable,Social Media,Customer_139,3,Average quality. Nothing special about it.,neutral
REV0417,Smart Watch,Social Media,Customer_141,3,The product meets the basic requirements.,neutral
REV0418,Camera,News Website,Customer_120,5,"Excellent product, I really loved it.",positive
REV0419,USB Cable,Social Media,Customer_122,3,"It works, but there are some limitations.",neutral
REV0420,Power Bank,Social Media,Customer_116,4,Great value for money and easy to use.,positive
REV0421,Keyboard,Amazon,Customer_145,4,Very happy with my purchase. Highly recommended.,positive
REV0422,USB Cable,News Website,Customer_121,5,Very happy with my purchase. Highly recommended.,positive
REV0423,Keyboard,News Website,Customer_115,4,Amazing quality and very useful for daily use.,positive
REV0424,Power Bank,News Website,Customer_148,2,Poor quality for the price.,negative
REV0425,Camera,Amazon,Customer_121,5,Amazing quality and very useful for daily use.,positive
REV0426,Bluetooth Speaker,Amazon,Customer_119,4,The product works perfectly and looks great.,positive
REV0427,Camera,Amazon,Customer_141,3,The product is okay and works as expected.,neutral
REV0428,USB Cable,Amazon,Customer_107,5,Great value for money and easy to use.,positive
REV0429,Smartphone,Social Media,Customer_143,2,Very poor quality and stopped working quickly.,negative
REV0430,Smartphone,Social Media,Customer_146,1,Delivery was late and the product was disappointing.,negative
REV0431,Bluetooth Speaker,Social Media,Customer_122,3,The product is okay and works as expected.,neutral
REV0432,Laptop,Amazon,Customer_139,2,Delivery was late and the product was disappointing.,negative
REV0433,Keyboard,News Website,Customer_110,4,The product works perfectly and looks great.,positive
REV0434,Mouse,Amazon,Customer_120,4,Amazing quality and very useful for daily use.,positive
REV0435,Keyboard,News Website,Customer_140,5,Fast delivery and excellent product quality.,positive
REV0436,Camera,Social Media,Customer_128,2,I am disappointed with this product.,negative
REV0437,Power Bank,Social Media,Customer_103,1,Terrible experience. I would not recommend it.,negative
REV0438,Keyboard,News Website,Customer_123,1,Very poor quality and stopped working quickly.,negative
REV0439,Bluetooth Speaker,News Website,Customer_111,4,Very happy with my purchase. Highly recommended.,positive
REV0440,Camera,Amazon,Customer_121,2,Very poor quality and stopped working quickly.,negative
REV0441,Power Bank,Social Media,Customer_142,5,Very happy with my purchase. Highly recommended.,positive
REV0442,Mouse,News Website,Customer_145,2,The product arrived damaged and does not work.,negative
REV0443,Keyboard,Amazon,Customer_128,3,The product is okay and works as expected.,neutral
REV0444,Bluetooth Speaker,Social Media,Customer_106,5,Great value for money and easy to use.,positive
REV0445,Mouse,Amazon,Customer_145,5,Fast delivery and excellent product quality.,positive
REV0446,Smart Watch,Social Media,Customer_131,2,The product arrived damaged and does not work.,negative
REV0447,Camera,News Website,Customer_133,4,Very happy with my purchase. Highly recommended.,positive
REV0448,Bluetooth Speaker,News Website,Customer_128,2,Poor quality for the price.,negative
REV0449,Keyboard,News Website,Customer_144,5,"Excellent product, I really loved it.",positive
REV0450,Camera,Amazon,Customer_124,4,Amazing quality and very useful for daily use.,positive
REV0451,USB Cable,Amazon,Customer_128,3,Average quality. Nothing special about it.,neutral
REV0452,Smart Watch,Social Media,Customer_141,4,The product works perfectly and looks great.,positive
REV0453,Camera,News Website,Customer_148,5,Great value for money and easy to use.,positive
REV0454,Laptop,Amazon,Customer_120,1,Poor quality for the price.,negative
REV0455,Power Bank,News Website,Customer_139,1,Delivery was late and the product was disappointing.,negative
REV0456,Power Bank,News Website,Customer_123,3,The product is acceptable for normal use.,neutral
REV0457,Keyboard,News Website,Customer_121,1,The product arrived damaged and does not work.,negative
REV0458,Smart Watch,Social Media,Customer_136,2,Terrible experience. I would not recommend it.,negative
REV0459,Smartphone,News Website,Customer_133,4,Great value for money and easy to use.,positive
REV0460,Smartphone,Social Media,Customer_138,1,Delivery was late and the product was disappointing.,negative
REV0461,Laptop,News Website,Customer_130,3,The product meets the basic requirements.,neutral
REV0462,Power Bank,Social Media,Customer_126,4,Great value for money and easy to use.,positive
REV0463,Laptop,Social Media,Customer_103,5,Amazing quality and very useful for daily use.,positive
REV0464,Mouse,Social Media,Customer_109,2,The product arrived damaged and does not work.,negative
REV0465,Laptop,News Website,Customer_114,2,Delivery was late and the product was disappointing.,negative
REV0466,Wireless Headphones,Social Media,Customer_109,5,"Excellent product, I really loved it.",positive
REV0467,Bluetooth Speaker,News Website,Customer_141,4,The product works perfectly and looks great.,positive
REV0468,Smart Watch,Social Media,Customer_141,2,Poor quality for the price.,negative
REV0469,Mouse,Amazon,Customer_149,2,Delivery was late and the product was disappointing.,negative
REV0470,Smartphone,Amazon,Customer_121,4,Fast delivery and excellent product quality.,positive
REV0471,Wireless Headphones,Amazon,Customer_109,4,Fast delivery and excellent product quality.,positive
REV0472,Smartphone,Amazon,Customer_108,4,Fast delivery and excellent product quality.,positive
REV0473,Keyboard,Social Media,Customer_147,2,Very poor quality and stopped working quickly.,negative
REV0474,Keyboard,Amazon,Customer_138,5,Very happy with my purchase. Highly recommended.,positive
REV0475,Mouse,News Website,Customer_128,2,Terrible experience. I would not recommend it.,negative
REV0476,Laptop,Social Media,Customer_144,5,Amazing quality and very useful for daily use.,positive
REV0477,Camera,Amazon,Customer_108,4,Great value for money and easy to use.,positive
REV0478,Wireless Headphones,Amazon,Customer_112,4,Great value for money and easy to use.,positive
REV0479,USB Cable,Amazon,Customer_129,5,Fast delivery and excellent product quality.,positive
REV0480,Laptop,Amazon,Customer_120,5,"Excellent product, I really loved it.",positive
REV0481,Wireless Headphones,Social Media,Customer_108,1,The product arrived damaged and does not work.,negative
REV0482,Mouse,Amazon,Customer_149,3,The product meets the basic requirements.,neutral
REV0483,Camera,Amazon,Customer_124,5,Fast delivery and excellent product quality.,positive
REV0484,Bluetooth Speaker,News Website,Customer_139,4,"Excellent product, I really loved it.",positive
REV0485,Laptop,News Website,Customer_113,5,Great value for money and easy to use.,positive
REV0486,Laptop,Amazon,Customer_145,5,Very happy with my purchase. Highly recommended.,positive
REV0487,USB Cable,News Website,Customer_128,1,I am disappointed with this product.,negative
REV0488,Mouse,Social Media,Customer_145,1,Very poor quality and stopped working quickly.,negative
REV0489,Smartphone,Social Media,Customer_133,2,Terrible experience. I would not recommend it.,negative
REV0490,Power Bank,Amazon,Customer_133,4,Very happy with my purchase. Highly recommended.,positive
REV0491,Mouse,Social Media,Customer_129,4,"Excellent product, I really loved it.",positive
REV0492,USB Cable,Social Media,Customer_118,1,The product arrived damaged and does not work.,negative
REV0493,Laptop,Social Media,Customer_127,3,The quality is neither good nor bad.,neutral
REV0494,Power Bank,Social Media,Customer_117,3,The product is okay and works as expected.,neutral
REV0495,Wireless Headphones,News Website,Customer_145,4,Amazing quality and very useful for daily use.,positive
REV0496,Camera,News Website,Customer_124,3,The product is okay and works as expected.,neutral
REV0497,Smartphone,News Website,Customer_145,4,"Excellent product, I really loved it.",positive
REV0498,Smartphone,News Website,Customer_103,5,Very happy with my purchase. Highly recommended.,positive
REV0499,Mouse,News Website,Customer_148,1,I am disappointed with this product.,negative
REV0500,Wireless Headphones,News Website,Customer_134,5,Very happy with my purchase. Highly recommended.,positive
